Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD737B,21.49,regular,0.26,Baking Goods,127.71,OUT19J,1993,Small,Tier 3,Supermarket Type2,1160.32
FD185Q,,regular,0.34,Soft Drinks,228.68,OUT96B,2007,Medium,Tier 2,Supermarket Type1,1375.11
FD375O,19.46,low,0.14,Dairy,47.5,OUT99P,1991,High,Tier 3,Grocery Store,1264.88
FD906B,16.54,low,0.19,Hard Drinks,186.37,OUT58B,2004,Small,Tier 2,Supermarket Type3,2170.06
FD212R,10.69,NA,0.27,Health and Hygiene,47.82,OUT80A,1987,Small,Tier 3,Supermarket Type2,1132.48
FD249Z,13.21,low,0.03,Breads,171.76,OUT38R,1985,Medium,Tier 2,Supermarket Type2,1644.92
FD901H,5.68,regular,0.38,Frozen Foods,234.36,OUT32H,2008,Medium,Tier 1,Supermarket Type1,1529.5
FD817K,12.41,regular,0.19,Meat,238.62,OUT46J,1993,High,Tier 2,Grocery Store,924.18
FD285W,17.12,low,0.35,Frozen Foods,77.48,OUT96Y,2002,,Tier 2,Supermarket Type1,956.34
FD803G,17.32,regular,0.34,Others,46.54,OUT29Q,1989,Medium,Tier 1,Supermarket Type1,971.41
FD754X,12.73,regular,0.24,Dairy,153.54,OUT41R,2004,Small,Tier 3,Supermarket Type2,1577.47
FD917D,5.07,regular,0.12,Starchy Foods,82.26,OUT74S,1993,Medium,Tier 2,Supermarket Type1,1396.8
FD412A,11.04,low,0.26,Starchy Foods,189.51,OUT50F,2005,High,Tier 1,Supermarket Type2,2355.51
FD689D,16.23,NA,0.08,Household,266.5,OUT20V,1994,Small,Tier 1,Supermarket Type1,1034.56
FD848I,11.99,low,0.32,Seafood,162.61,OUT71F,2001,High,Tier 3,Supermarket Type3,2475.02
FD951V,18.48,regular,0.37,Frozen Foods,258.68,OUT10T,1998,High,Tier 1,Grocery Store,1117.0
FD272R,15.49,low,0.18,Hard Drinks,63.29,OUT77O,1990,High,Tier 2,Grocery Store,1250.93
FD152B,7.46,NA,0.15,Household,135.65,OUT73Y,1990,High,Tier 2,Supermarket Type1,1323.84
FD951I,17.78,low,0.13,Hard Drinks,86.55,OUT25S,1994,High,Tier 1,Supermarket Type2,1951.0
FD855O,9.62,regular,0.39,Seafood,69.13,OUT82Z,1991,Small,Tier 1,Supermarket Type2,1647.3
FD158W,8.8,low,0.03,Meat,110.81,OUT10N,1999,High,Tier 2,Supermarket Type3,2569.18
FD458U,10.23,regular,0.27,Breads,136.6,OUT33Z,1996,Small,Tier 1,Supermarket Type2,1318.61
FD186H,15.73,low,0.13,Fruits and Vegetables,121.63,OUT75J,1998,Medium,Tier 1,Supermarket Type3,3084.24
FD356O,19.23,regular,0.07,Frozen Foods,100.11,OUT70Z,1996,Small,Tier 3,Grocery Store,697.22
FD931R,4.85,regular,0.28,Meat,242.93,OUT23C,2006,Small,Tier 3,Supermarket Type3,1619.26
FD544A,13.73,low,0.36,Breakfast,235.53,OUT55T,1991,Medium,Tier 3,Supermarket Type1,970.4
FD504A,18.54,low,0.19,Frozen Foods,51.95,OUT52C,1990,Small,Tier 1,Supermarket Type2,1598.61
FD600J,6.84,regular,0.1,Baking Goods,218.35,OUT73Z,2006,Small,Tier 2,Supermarket Type2,1658.84
FD859Y,7.67,regular,0.04,Dairy,257.76,OUT26H,1988,High,Tier 3,Supermarket Type3,2868.24
FD113X,18.26,low,0.07,Fruits and Vegetables,228.02,OUT97P,1986,Medium,Tier 3,Supermarket Type1,982.28
FD396S,13.2,regular,0.24,Breads,194.34,OUT72F,2009,Medium,Tier 2,Grocery Store,989.83
FD291P,4.76,low,0.17,Starchy Foods,218.38,OUT45X,1988,High,Tier 3,Supermarket Type1,1616.24
FD823Y,14.45,low,0.09,Soft Drinks,222.66,OUT23S,2008,Small,Tier 2,Supermarket Type3,2517.39
FD235Z,19.6,low,0.34,Canned,43.82,OUT14R,1991,Small,Tier 1,Supermarket Type1,697.83
FD193D,17.01,regular,0.07,Dairy,252.55,OUT58A,2001,High,Tier 1,Grocery Store,866.09
FD590D,20.71,low,0.33,Meat,169.45,OUT75B,2005,Medium,Tier 2,Supermarket Type1,1094.14
FD387W,,regular,0.21,Snack Foods,256.4,OUT63P,1995,Medium,Tier 2,Grocery Store,627.01
FD776V,18.48,low,0.24,Snack Foods,139.9,OUT51N,1994,Small,Tier 1,Grocery Store,775.38
FD358F,18.31,regular,0.16,Seafood,264.0,OUT56V,1994,,Tier 1,Grocery Store,909.85
FD888I,5.65,low,0.07,Frozen Foods,218.27,OUT52X,2008,High,Tier 3,Grocery Store,1104.17
FD315L,12.46,regular,0.19,Hard Drinks,172.33,OUT59F,1988,High,Tier 2,Supermarket Type1,1910.36
FD937M,18.38,low,0.27,Dairy,157.89,OUT34T,1999,High,Tier 3,Grocery Store,845.29
FD585W,19.61,low,0.17,Frozen Foods,178.36,OUT35I,2008,Medium,Tier 3,Supermarket Type2,1742.96
FD663T,,low,0.22,Dairy,98.67,OUT42W,2002,Small,Tier 2,Supermarket Type1,776.82
FD220B,13.8,regular,0.3,Hard Drinks,186.99,OUT18E,1998,High,Tier 3,Supermarket Type3,2926.12
FD396C,14.49,low,0.02,Fruits and Vegetables,62.38,OUT82D,2007,High,Tier 1,Supermarket Type2,2564.87
FD991G,12.6,regular,0.37,Baking Goods,88.46,OUT19K,1999,High,Tier 3,Supermarket Type3,3281.97
FD311L,5.24,regular,0.04,Others,197.55,OUT10K,2003,High,Tier 2,Supermarket Type3,3217.74
FD837H,5.95,low,0.19,Baking Goods,187.9,OUT43T,1992,High,Tier 3,Supermarket Type3,3269.36
FD146I,8.05,regular,0.12,Meat,138.29,OUT40S,1986,Small,Tier 1,Grocery Store,484.24
FD757P,17.16,regular,0.05,Dairy,203.76,OUT36I,1988,Medium,Tier 1,Supermarket Type1,1334.83
FD822J,16.53,regular,0.33,Fruits and Vegetables,257.77,OUT43U,1989,Medium,Tier 1,Supermarket Type2,1933.06
FD935A,,regular,0.33,Starchy Foods,235.4,OUT55O,2008,Small,Tier 3,Supermarket Type2,1693.21
FD773X,16.89,low,0.38,Soft Drinks,141.95,OUT84G,2008,Small,Tier 3,Supermarket Type2,1135.31
FD432R,5.0,regular,0.19,Others,39.27,OUT36L,2005,Medium,Tier 1,Supermarket Type1,1481.06
FD843B,11.28,low,0.22,Others,262.51,OUT57J,2000,Small,Tier 3,Supermarket Type3,2105.16
FD935L,12.39,NA,0.06,Household,161.18,OUT34K,2000,Medium,Tier 1,Supermarket Type1,1021.95
FD281Z,15.64,regular,0.04,Canned,263.98,OUT97M,1991,Medium,Tier 1,Grocery Store,936.64
FD565P,5.37,NA,0.07,Household,172.54,OUT61G,2008,Medium,Tier 1,Grocery Store,654.62
FD121H,10.73,low,0.07,Dairy,172.47,OUT11W,2005,Medium,Tier 2,Grocery Store,682.29
FD246O,12.98,low,0.06,Snack Foods,116.7,OUT86A,1985,Small,Tier 2,Supermarket Type1,875.08
FD591W,20.47,regular,0.38,Frozen Foods,257.38,OUT82C,1990,Small,Tier 1,Grocery Store,555.34
FD157I,16.43,regular,0.23,Meat,238.59,OUT98R,2005,Small,Tier 1,Supermarket Type3,2519.43
FD403G,20.42,low,0.09,Frozen Foods,155.94,OUT75A,1989,Small,Tier 3,Grocery Store,571.11
FD494J,12.57,low,0.13,Fruits and Vegetables,63.17,OUT55P,1994,Small,Tier 2,Grocery Store,831.22
FD212O,12.2,NA,0.29,Health and Hygiene,262.61,OUT23S,1996,Medium,Tier 1,Grocery Store,890.42
FD144M,13.1,NA,0.23,Household,68.23,OUT29L,1998,Medium,Tier 1,Grocery Store,1009.56
FD803T,16.52,low,0.28,Breads,171.43,OUT89S,1996,Small,Tier 3,Supermarket Type3,2486.87
FD371Z,11.81,regular,0.02,Frozen Foods,80.34,OUT19Y,1985,High,Tier 2,Supermarket Type3,3906.72
FD557U,14.06,low,0.25,Dairy,97.81,OUT71E,1988,Small,Tier 2,Supermarket Type2,1609.16
FD230L,6.86,regular,0.37,Starchy Foods,141.52,OUT59W,1995,Small,Tier 2,Supermarket Type1,698.63
FD716Y,11.94,regular,0.4,Seafood,90.13,OUT91V,1989,High,Tier 2,Supermarket Type3,3803.05
FD651I,9.12,NA,0.11,Health and Hygiene,133.28,OUT73I,2002,High,Tier 2,Supermarket Type3,4059.4
FD531H,18.5,NA,0.33,Health and Hygiene,84.13,OUT83X,2007,High,Tier 3,Grocery Store,1222.8
FD308B,,NA,0.28,Health and Hygiene,221.74,OUT56J,2000,Medium,Tier 1,Supermarket Type1,1323.8
FD969X,20.81,low,0.15,Dairy,173.6,OUT27S,1999,Medium,Tier 2,Grocery Store,674.61
FD157V,15.99,regular,0.14,Dairy,197.36,OUT27H,2007,Small,Tier 1,Supermarket Type1,1216.6
FD480D,18.48,regular,0.28,Dairy,210.77,OUT99G,2006,High,Tier 2,Grocery Store,1233.37
FD474J,15.56,NA,0.3,Household,39.89,OUT20P,1987,Small,Tier 1,Supermarket Type1,999.94
FD861I,5.39,regular,0.05,Fruits and Vegetables,145.05,OUT77S,1994,Small,Tier 2,Supermarket Type1,1034.69
FD811A,20.68,regular,0.35,Seafood,35.86,OUT46H,1989,Medium,Tier 3,Supermarket Type2,1715.43
FD111Z,17.63,low,0.26,Snack Foods,78.06,OUT64R,1999,High,Tier 1,Supermarket Type1,1727.88
FD378F,,regular,0.33,Soft Drinks,203.08,OUT76Y,1989,Medium,Tier 1,Supermarket Type1,1242.41
FD288V,10.86,regular,0.01,Baking Goods,35.32,OUT81M,1987,Small,Tier 2,Grocery Store,746.75
FD514Y,18.17,regular,0.21,Breakfast,233.85,OUT31D,1996,High,Tier 3,Supermarket Type2,2979.97
FD179X,8.64,low,0.27,Starchy Foods,36.25,OUT87X,1995,Small,Tier 1,Supermarket Type2,1540.21
FD209E,6.79,low,0.26,Fruits and Vegetables,123.31,OUT37M,1985,Small,Tier 3,Supermarket Type2,1606.0
FD346R,8.23,low,0.31,Meat,107.28,OUT20K,2003,High,Tier 1,Supermarket Type1,1607.14
FD195T,12.46,regular,0.07,Snack Foods,178.53,OUT11W,2009,Small,Tier 2,Grocery Store,479.52
FD843W,18.71,regular,0.3,Meat,181.43,OUT26S,2006,Medium,Tier 2,Supermarket Type1,1057.21
FD203G,8.89,regular,0.4,Frozen Foods,119.7,OUT29B,2003,High,Tier 3,Supermarket Type3,3511.89
FD255R,14.02,regular,0.18,Others,111.96,OUT69F,2005,Medium,Tier 1,Grocery Store,666.82
FD244X,8.44,NA,0.21,Household,250.49,OUT30G,2001,High,Tier 3,Supermarket Type1,1268.12
FD468N,20.31,regular,0.08,Breads,158.59,OUT65C,2007,Medium,Tier 2,Supermarket Type1,1353.86
FD176J,7.72,low,0.24,Others,129.37,OUT82O,2000,High,Tier 3,Supermarket Type1,1268.85
FD988Z,14.45,low,0.2,Frozen Foods,147.78,OUT21F,1988,Medium,Tier 3,Supermarket Type1,1424.38
FD169R,11.07,regular,0.33,Breakfast,209.87,OUT83X,1996,Medium,Tier 1,Supermarket Type1,1247.39
FD364E,18.95,NA,0.08,Household,103.57,OUT42W,1999,High,Tier 2,Supermarket Type1,1305.54
FD979S,15.48,low,0.15,Dairy,207.95,OUT61A,2004,Small,Tier 2,Supermarket Type3,1730.42
FD421X,6.01,regular,0.35,Dairy,59.06,OUT20R,1998,High,Tier 3,Supermarket Type2,1774.25
FD158V,19.23,regular,0.38,Breakfast,237.5,OUT41S,2002,High,Tier 3,Grocery Store,1261.29
FD262K,11.47,low,0.35,Fruits and Vegetables,43.68,OUT61E,1992,Medium,Tier 2,Grocery Store,893.49
FD579P,12.91,regular,0.22,Others,79.71,OUT78D,1988,,Tier 2,Grocery Store,709.06
FD304Z,16.17,NA,0.11,Household,215.05,OUT52E,1995,Medium,Tier 2,Grocery Store,986.92
FD587H,7.36,regular,0.33,Breads,240.68,OUT45D,1986,High,Tier 3,Supermarket Type1,1727.64
FD427K,6.74,regular,0.34,Dairy,120.01,OUT14M,2009,High,Tier 1,Supermarket Type1,1126.1
FD318D,19.12,low,0.28,Others,265.31,OUT37B,2009,Medium,Tier 2,Supermarket Type2,1900.75
FD185J,7.28,regular,0.34,Starchy Foods,94.47,OUT18R,1997,High,Tier 1,Supermarket Type2,1686.02
FD319Q,14.57,NA,0.06,Household,162.36,OUT43L,1986,Medium,Tier 3,Supermarket Type3,2449.29
FD303W,13.46,NA,0.33,Household,150.98,OUT63E,2000,Medium,Tier 1,Supermarket Type2,2268.93
FD498A,5.79,regular,0.37,Canned,154.81,OUT81Y,2004,High,Tier 3,Supermarket Type2,2261.81
FD943U,17.33,low,0.21,Baking Goods,152.14,OUT50A,1989,Medium,Tier 3,Supermarket Type1,1130.67
FD911R,18.76,low,0.32,Breakfast,106.95,OUT62Q,2001,Medium,Tier 1,Supermarket Type3,2627.03
FD754L,,regular,0.28,Fruits and Vegetables,160.47,OUT22C,1991,High,Tier 2,Supermarket Type1,1718.45
FD321W,21.11,regular,0.26,Baking Goods,133.27,OUT36M,2006,High,Tier 2,Supermarket Type1,1831.54
FD414G,5.5,regular,0.19,Fruits and Vegetables,69.07,OUT25S,2000,Small,Tier 2,Supermarket Type2,1179.89
FD948I,5.12,regular,0.04,Breakfast,253.15,OUT64H,2009,Medium,Tier 2,Supermarket Type3,3163.23
FD482L,4.76,low,0.31,Breads,147.51,OUT80M,1990,Medium,Tier 2,Supermarket Type1,1116.47
FD796B,16.88,regular,0.15,Starchy Foods,228.06,OUT91S,2007,High,Tier 3,Supermarket Type2,2879.03
FD116N,8.56,low,0.09,Frozen Foods,133.02,OUT62G,2000,Small,Tier 3,Grocery Store,749.28
FD972A,10.38,regular,0.16,Frozen Foods,148.6,OUT37O,2009,High,Tier 2,Grocery Store,834.1
FD227W,15.92,regular,0.29,Breakfast,186.4,OUT69A,2005,Small,Tier 2,Grocery Store,530.95
FD390R,7.36,low,0.04,Others,46.08,OUT94Q,1994,Small,Tier 3,Supermarket Type2,1477.16
FD115B,18.55,low,0.38,Starchy Foods,267.16,OUT29Y,1996,Medium,Tier 1,Grocery Store,637.46
FD347J,18.85,regular,0.34,Breads,58.88,OUT60M,2004,High,Tier 2,Supermarket Type1,1561.45
FD499U,9.34,low,0.36,Others,252.91,OUT32Z,1995,Small,Tier 3,Supermarket Type3,1658.06
FD920I,16.25,regular,0.07,Canned,240.3,OUT74H,2005,Small,Tier 3,Supermarket Type1,1179.7
FD195F,12.76,regular,0.25,Others,244.23,OUT13B,1985,Medium,Tier 1,Supermarket Type1,897.54
FD125V,20.99,low,0.35,Dairy,262.0,OUT26D,2005,High,Tier 2,Grocery Store,1079.59
FD404M,9.4,low,0.18,Hard Drinks,254.42,OUT78P,2008,High,Tier 1,Supermarket Type1,1403.35
FD247O,,regular,0.08,Others,74.18,OUT12O,2003,Medium,Tier 1,Grocery Store,950.68
FD209J,7.65,low,0.37,Frozen Foods,153.33,OUT46Q,1990,High,Tier 1,Supermarket Type3,2391.63
FD500G,,NA,0.05,Household,158.53,OUT72Y,1985,Medium,Tier 1,Supermarket Type3,1826.8
FD315R,13.84,low,0.31,Starchy Foods,128.04,OUT63Y,1995,High,Tier 1,Supermarket Type3,3237.19
FD282Q,14.7,low,0.13,Breakfast,109.57,OUT82O,2004,Medium,Tier 1,Supermarket Type1,1190.87
FD728M,12.37,low,0.32,Snack Foods,189.9,OUT79A,1990,Medium,Tier 2,Supermarket Type2,1673.57
FD648B,20.05,low,0.3,Soft Drinks,107.59,OUT76G,2009,High,Tier 1,Supermarket Type1,1431.24
FD130U,19.36,low,0.39,Dairy,95.42,OUT27O,1987,Small,Tier 1,Supermarket Type2,1775.06
FD194W,4.78,regular,0.16,Dairy,34.86,OUT80P,1994,Medium,Tier 1,Supermarket Type2,1759.24
FD297Q,10.18,regular,0.11,Breakfast,195.39,OUT32M,2006,High,Tier 2,Supermarket Type3,3805.1
FD419K,16.91,regular,0.39,Soft Drinks,48.82,OUT36U,2000,High,Tier 3,Grocery Store,1261.01
FD378U,14.59,regular,0.13,Starchy Foods,184.65,OUT89G,2004,High,Tier 3,Supermarket Type3,3736.51
FD482O,15.21,regular,0.32,Others,112.68,OUT18C,1990,High,Tier 2,Supermarket Type1,1795.57
FD946P,19.86,regular,0.28,Snack Foods,102.12,OUT77W,1997,Medium,Tier 3,Supermarket Type3,2311.33
FD909L,16.61,low,0.28,Fruits and Vegetables,110.89,OUT55P,1987,Medium,Tier 2,Supermarket Type1,1481.59
FD225A,13.63,regular,0.03,Baking Goods,189.59,OUT50S,1985,Small,Tier 2,Supermarket Type2,1476.83
FD338J,8.68,low,0.12,Breads,251.32,OUT18Y,1994,High,Tier 2,Supermarket Type3,3215.91
FD833M,17.44,low,0.13,Baking Goods,108.28,OUT95E,2003,High,Tier 2,Grocery Store,956.87
FD301D,8.66,regular,0.07,Starchy Foods,266.57,OUT73F,1986,Medium,Tier 1,Supermarket Type2,2192.48
FD275M,8.45,regular,0.29,Soft Drinks,145.92,OUT51L,1997,Small,Tier 2,Grocery Store,614.91
FD902K,18.6,NA,0.34,Health and Hygiene,123.78,OUT10D,1994,Small,Tier 3,Supermarket Type2,1207.22
FD140V,19.69,regular,0.19,Dairy,261.18,OUT92B,1987,High,Tier 3,Grocery Store,1012.19
FD381U,14.17,low,0.26,Seafood,86.31,OUT54Z,1987,High,Tier 2,Supermarket Type3,2848.89
FD813D,21.1,regular,0.15,Breads,101.77,OUT73P,1988,Medium,Tier 2,Grocery Store,886.97
FD945A,8.83,low,0.13,Hard Drinks,35.82,OUT27G,1995,Small,Tier 1,Grocery Store,472.02
FD841Z,20.98,low,0.16,Starchy Foods,155.82,OUT57I,1985,,Tier 1,Supermarket Type1,918.08
FD411E,7.12,regular,0.33,Snack Foods,40.69,OUT43V,2007,Small,Tier 1,Grocery Store,589.37
FD571H,21.27,regular,0.13,Others,84.12,OUT26U,1989,Small,Tier 3,Supermarket Type1,805.86
FD346K,20.41,regular,0.31,Starchy Foods,258.11,OUT71Q,2000,High,Tier 3,Grocery Store,1049.55
FD370X,6.37,regular,0.4,Soft Drinks,222.61,OUT47T,1987,Small,Tier 1,Supermarket Type3,1704.74
FD176F,17.58,low,0.25,Hard Drinks,223.42,OUT17N,1985,High,Tier 1,Supermarket Type1,1356.83
FD207V,12.85,regular,0.06,Baking Goods,120.84,OUT36L,2009,Small,Tier 2,Supermarket Type3,1960.08
FD968G,10.08,regular,0.25,Breads,255.67,OUT23I,1992,High,Tier 1,Supermarket Type3,2287.28
FD307X,8.25,regular,0.38,Hard Drinks,79.02,OUT61M,1987,High,Tier 3,Supermarket Type3,4224.58
FD990K,10.99,regular,0.14,Soft Drinks,77.12,OUT92G,1989,High,Tier 2,Supermarket Type1,1399.06
FD571L,9.06,low,0.2,Breakfast,170.3,OUT44B,2000,Small,Tier 1,Grocery Store,502.21
FD186W,5.92,regular,0.31,Breakfast,229.69,OUT65N,1989,Small,Tier 3,Supermarket Type2,1681.93
FD379X,11.55,regular,0.07,Others,181.64,OUT22D,2005,Small,Tier 2,Supermarket Type2,1673.75
FD512L,14.11,regular,0.06,Others,176.96,OUT86R,2001,Medium,Tier 1,Supermarket Type1,964.16
FD761P,9.56,regular,0.35,Seafood,186.65,OUT24O,1988,High,Tier 1,Grocery Store,1153.86
FD644G,4.88,low,0.09,Snack Foods,46.78,OUT45O,2004,Small,Tier 1,Supermarket Type2,1701.03
FD851S,9.7,regular,0.14,Others,150.55,OUT44F,1991,Small,Tier 1,Supermarket Type3,1429.47
FD822M,18.8,low,0.04,Canned,41.47,OUT46U,1985,High,Tier 2,Supermarket Type2,2779.52
FD973S,7.78,low,0.05,Frozen Foods,94.58,OUT40K,1995,High,Tier 2,Supermarket Type3,2653.23
FD245A,6.78,NA,0.32,Household,30.78,OUT95E,1998,,Tier 2,Supermarket Type1,1218.94
FD274R,10.04,low,0.06,Breads,252.59,OUT11M,1996,Medium,Tier 1,Supermarket Type1,1419.23
FD212C,12.83,low,0.37,Seafood,48.6,OUT12K,2006,Small,Tier 2,Supermarket Type3,2338.74
FD202T,7.9,low,0.33,Meat,175.46,OUT52C,2000,Small,Tier 1,Supermarket Type1,808.88
FD569A,20.92,regular,0.3,Hard Drinks,119.81,OUT55T,2007,Medium,Tier 2,Supermarket Type3,3095.68
FD631U,14.87,regular,0.15,Breads,233.17,OUT91B,1989,Medium,Tier 3,Grocery Store,624.3
FD131P,17.76,low,0.32,Starchy Foods,106.5,OUT83V,2007,Medium,Tier 2,Supermarket Type1,1516.23
FD298Y,4.91,regular,0.11,Starchy Foods,98.91,OUT91G,1993,High,Tier 1,Supermarket Type1,1142.22
FD439Z,8.84,low,0.33,Breakfast,66.53,OUT85A,1993,High,Tier 2,Supermarket Type2,3037.44
FD818V,20.46,low,0.36,Meat,115.78,OUT88H,1998,High,Tier 3,Grocery Store,1291.14
FD610R,10.49,regular,0.31,Breakfast,68.24,OUT28D,2006,Small,Tier 1,Supermarket Type2,1679.8
FD395E,5.5,regular,0.31,Dairy,267.76,OUT47A,1999,Medium,Tier 2,Supermarket Type1,1084.73
FD154F,17.17,low,0.34,Snack Foods,152.56,OUT49A,1998,High,Tier 1,Supermarket Type2,1866.75
FD458S,11.35,low,0.21,Hard Drinks,183.24,OUT74Q,2009,Medium,Tier 1,Grocery Store,917.59
FD301B,9.55,low,0.2,Dairy,226.33,OUT84F,1994,Small,Tier 3,Supermarket Type2,1514.04
FD931R,13.25,NA,0.05,Health and Hygiene,234.61,OUT91Y,1998,Medium,Tier 1,Supermarket Type3,2416.15
FD418L,6.32,low,0.25,Others,89.66,OUT82B,2006,Medium,Tier 3,Supermarket Type2,1429.02
FD526J,6.44,low,0.18,Breads,64.1,OUT35T,1994,Medium,Tier 1,Supermarket Type1,1061.17
FD484Y,6.09,NA,0.22,Household,149.45,OUT65G,1989,High,Tier 1,Supermarket Type3,2324.82
FD537D,19.95,regular,0.06,Breakfast,232.53,OUT63A,1999,Medium,Tier 2,Supermarket Type2,2200.98
FD729T,16.91,low,0.23,Fruits and Vegetables,46.24,OUT41L,2001,Small,Tier 1,Supermarket Type3,1908.1
FD228Z,14.77,low,0.15,Hard Drinks,170.71,OUT95A,1999,Small,Tier 2,Supermarket Type2,1871.67
FD949P,14.87,low,0.13,Breakfast,217.31,OUT23V,2004,Small,Tier 2,Grocery Store,813.59
FD985D,12.65,regular,0.26,Frozen Foods,155.55,OUT25V,2003,High,Tier 2,Supermarket Type3,3143.19
FD607I,18.73,low,0.21,Snack Foods,205.45,OUT38R,2005,High,Tier 3,Supermarket Type1,1937.25
FD924F,19.52,regular,0.22,Dairy,163.73,OUT89S,1991,High,Tier 1,Supermarket Type2,2293.22
FD223H,16.05,low,0.04,Frozen Foods,60.41,OUT22P,1991,Small,Tier 3,Grocery Store,604.43
FD500D,6.96,regular,0.24,Frozen Foods,31.92,OUT25T,1997,High,Tier 2,Grocery Store,1094.08
FD941N,18.45,low,0.17,Seafood,93.94,OUT97C,2006,High,Tier 2,Supermarket Type1,1929.35
FD289J,11.15,regular,0.33,Frozen Foods,207.74,OUT94P,1990,High,Tier 1,Supermarket Type1,1319.47
FD783G,18.95,regular,0.29,Baking Goods,119.09,OUT85F,1996,Medium,Tier 2,Supermarket Type3,1811.75
FD575A,7.35,regular,0.21,Soft Drinks,66.06,OUT64J,1985,High,Tier 1,Supermarket Type3,3379.86
FD111L,17.03,regular,0.4,Meat,199.46,OUT48C,2005,High,Tier 2,Grocery Store,1301.44
FD840D,16.52,low,0.21,Breakfast,182.23,OUT45A,1990,Small,Tier 2,Supermarket Type2,1292.26
FD499G,15.6,low,0.31,Hard Drinks,261.77,OUT18L,2005,High,Tier 3,Supermarket Type2,2564.46
FD979Y,12.63,regular,0.17,Dairy,58.16,OUT27R,2009,Medium,Tier 3,Supermarket Type2,1485.56
FD485E,11.9,regular,0.11,Meat,122.48,OUT87Q,1990,High,Tier 2,Grocery Store,1188.66
FD456L,11.46,low,0.04,Soft Drinks,107.11,OUT89Z,1987,High,Tier 3,Supermarket Type2,2303.0
FD781G,12.95,low,0.24,Snack Foods,108.65,OUT73R,2000,Small,Tier 1,Supermarket Type1,882.22
FD845Y,7.73,low,0.22,Breads,232.29,OUT63E,1986,Small,Tier 1,Supermarket Type1,1125.74
FD552W,17.9,low,0.2,Soft Drinks,56.97,OUT57M,2005,High,Tier 1,Grocery Store,1018.85
FD560Y,21.17,low,0.14,Fruits and Vegetables,201.47,OUT27O,2003,Small,Tier 3,Supermarket Type2,1014.15
FD795S,11.34,low,0.25,Baking Goods,160.75,OUT38M,2008,Medium,Tier 2,Supermarket Type2,2176.06
FD124O,9.12,regular,0.21,Canned,206.85,OUT95G,1991,Small,Tier 3,Supermarket Type1,1069.1
FD681I,4.52,low,0.02,Snack Foods,194.13,OUT19V,1990,Medium,Tier 2,Grocery Store,982.54
FD612W,10.66,low,0.33,Seafood,248.96,OUT55N,2002,High,Tier 2,Supermarket Type1,1456.59
FD485E,17.7,low,0.02,Dairy,103.16,OUT82F,1989,Medium,Tier 3,Supermarket Type3,2320.97
FD152M,9.8,low,0.35,Meat,245.32,OUT79V,1985,Medium,Tier 1,Grocery Store,841.12
FD466E,17.32,NA,0.3,Health and Hygiene,43.75,OUT30S,1987,Medium,Tier 3,Supermarket Type2,2071.37
FD659S,16.17,NA,0.12,Health and Hygiene,113.1,OUT24L,2000,High,Tier 1,Supermarket Type3,2970.93
FD367M,13.31,low,0.36,Soft Drinks,257.15,OUT52W,1986,,Tier 2,Grocery Store,711.63
FD341F,12.45,low,0.05,Dairy,216.13,OUT19Z,2003,,Tier 1,Supermarket Type2,2602.25
FD857N,17.28,regular,0.25,Snack Foods,229.0,OUT20J,2000,Medium,Tier 3,Grocery Store,670.87
FD608G,15.2,regular,0.26,Dairy,161.71,OUT38P,1996,Small,Tier 1,Grocery Store,703.99
FD156B,15.48,regular,0.01,Starchy Foods,107.89,OUT35I,2004,Small,Tier 1,Supermarket Type2,1434.5
FD884Y,12.4,low,0.39,Others,30.95,OUT99I,1998,Small,Tier 2,Supermarket Type3,2117.41
FD730X,20.81,low,0.13,Starchy Foods,226.12,OUT55M,1995,,Tier 1,Grocery Store,1013.44
FD702A,5.9,low,0.02,Starchy Foods,234.68,OUT39A,2008,Small,Tier 1,Supermarket Type1,1020.92
FD158I,12.33,low,0.11,Snack Foods,267.36,OUT66L,1994,Small,Tier 1,Supermarket Type1,1082.7
FD350S,15.64,regular,0.36,Snack Foods,199.98,OUT26M,1997,High,Tier 3,Supermarket Type2,2179.56
FD656N,16.37,low,0.36,Seafood,56.8,OUT73T,2008,Small,Tier 2,Grocery Store,478.46
FD475X,21.02,low,0.22,Hard Drinks,131.52,OUT80S,2005,High,Tier 2,Supermarket Type3,3158.25
FD615G,6.41,NA,0.32,Health and Hygiene,215.84,OUT16W,1998,High,Tier 3,Supermarket Type2,2055.33
FD961H,7.3,regular,0.29,Seafood,182.27,OUT39T,2008,Small,Tier 1,Grocery Store,731.96
FD136P,5.29,low,0.29,Baking Goods,140.42,OUT99C,2005,High,Tier 1,Supermarket Type2,2840.85
FD376R,18.94,low,0.29,Breakfast,116.84,OUT85Y,1994,Medium,Tier 1,Grocery Store,843.67
FD607B,7.99,NA,0.06,Household,269.9,OUT58Y,1999,High,Tier 2,Supermarket Type2,1733.26
FD775B,6.25,low,0.39,Snack Foods,242.24,OUT78D,2006,Medium,Tier 1,Supermarket Type1,1020.81
FD872V,5.44,low,0.25,Meat,52.63,OUT43Z,2009,Small,Tier 3,Supermarket Type2,1735.93
FD544B,15.04,low,0.12,Baking Goods,190.75,OUT17Z,1988,High,Tier 3,Supermarket Type2,1947.45
